depth,acc_train,acc_test,gap_train_test
20,0.9957954545454546,0.8646363636363636,0.13115909090909095
10,0.9054772727272727,0.8528181818181818,0.05265909090909093
5,0.6549318181818182,0.6566363636363637,-0.0017045454545454586
